Lagoa,Ano,Mes,Mes.,Mes.num,Mes.ano,Prof.m,Cod.Prof,pH,cond.uS.cm,turb.NTU,OD.mg.L,Temp.oC,TDS.mg.L,Redoxe,Alc.meq.L,Chla.ug.L,P-tot.ug.L,PO4.ug.L,N-tot.ug.L,NH4.ug.L,NO3.ug.L,NO2.ug.L,Silicato.mg.L,Obs
JA,2008,fevereiro,feb,2,2_2008,4.5,,5.45,46,,1.2,28.6,,,,,,,,,,,,
JA,2008,fevereiro,feb,2,2_2008,5,1,5.35,51,,0.9,28.3,,,0.39,28.73475,87.2285,2.523,960.0285,960.0285,9.3345,0.542,4.097,
JA,2008,fevereiro,feb,2,2_2008,5.5,,5.33,51,,0.8,28.2,,,,,,,,,,,,
JA,2008,fevereiro,feb,2,2_2008,6,,5.32,52,,0.7,28.1,,,0.42,30.4722,64.4105,4.175,695.845,695.845,12.0015,0.222,3.9425,
JA,2008,fevereiro,feb,2,2_2008,6.5,,5.32,54,,0.7,27.9,,,,,,,,,,,,
JA,2008,fevereiro,feb,2,2_2008,7,,5.07,138,,0.6,27.8,,,,,,,,,,,,
JA,2008,fevereiro,feb,2,2_2008,7.5,,,,,,,,,,,,,,,,,,
JA,2008,fevereiro,feb,2,2_2008,8,,,,,,,,,,,,,,,,,,
AC,2008,fevereiro,feb,2,2_2008,0,100,5.67,36,,6,31.2,,,0.27,10.692,,,,,,,,
AC,2008,fevereiro,feb,2,2_2008,0.25,,5.68,36,,6.1,30.7,,,,,,,,,,,,
AC,2008,fevereiro,feb,2,2_2008,0.5,,5.68,36,,6.1,30.5,,,,,,,,,,,,
AC,2008,fevereiro,feb,2,2_2008,0.75,,5.65,36,,6.1,30.4,,,,,,,,,,,,
AC,2008,fevereiro,feb,2,2_2008,1,,5.7,36,,6.1,30.3,,,,,,,,,,,,
AC,2008,fevereiro,feb,2,2_2008,1.25,,,,,,,,,,,,,,,,,,
AC,2008,fevereiro,feb,2,2_2008,1.5,,5.72,36,,6.1,30.2,,,,,,,,,,,,
AC,2008,fevereiro,feb,2,2_2008,1.75,,,,,,,,,,,,,,,,,,
AC,2008,fevereiro,feb,2,2_2008,2,,5.74,36,,5.9,30,,,,,,,,,,,,
AC,2008,fevereiro,feb,2,2_2008,2.5,10,5.76,36,,6.1,30,,,0.27,10.9593,,,,,,,,
AC,2008,fevereiro,feb,2,2_2008,3,,5.76,36,,6.1,29.9,,,,,,,,,,,,
AC,2008,fevereiro,feb,2,2_2008,3.5,,5.77,36,,6.1,29.9,,,,,,,,,,,,
AC,2008,fevereiro,feb,2,2_2008,4,,5.77,36,,6,29.9,,,,,,,,,,,,
AC,2008,fevereiro,feb,2,2_2008,4.5,,5.78,36,,5.9,29.8,,,,,,,,,,,,
AC,2008,fevereiro,feb,2,2_2008,5,,5.76,36,,3.8,29.3,,,,,,,,,,,,
AC,2008,fevereiro,feb,2,2_2008,5.5,,5.63,35,,1.7,28.8,,,,,,,,,,,,
AC,2008,fevereiro,feb,2,2_2008,6,,5.53,36,,1.2,28.4,,,,,,,,,,,,
AC,2008,fevereiro,feb,2,2_2008,6.5,,5.44,40,,0.9,28.2,,,,,,,,,,,,
AC,2008,fevereiro,feb,2,2_2008,7,,5.31,50,,0.8,27.9,,,,,,,,,,,,
AC,2008,fevereiro,feb,2,2_2008,7.5,,5.16,77,,0.7,27.6,,,,,,,,,,,,
AC,2008,fevereiro,feb,2,2_2008,8,1,5.08,98,,0.7,27.3,,,0.445,36.0855,,,,,,,,
AC,2008,fevereiro,feb,2,2_2008,8.5,,5.03,133,,0.6,27,,,,,,,,,,,,
AC,2008,fevereiro,feb,2,2_2008,9,,5.14,157,,0.6,27.1,,,,,,,,,,,,
AC,2008,fevereiro,feb,2,2_2008,9.5,,,,,,,,,,,,,,,,,,
AC,2008,fevereiro,feb,2,2_2008,10,,,,,,,,,,,,,,,,,,
AM,2008,fevereiro,feb,2,2_2008,0,100,5.13,56,,2.6,27.3,,,0.57,11.7612,,,,,,,,
AM,2008,fevereiro,feb,2,2_2008,0.25,,5.13,56,,2.6,26.9,,,,,,,,,,,,
AM,2008,fevereiro,feb,2,2_2008,0.5,,5.13,56,,2,26.7,,,,,,,,,,,,
AM,2008,fevereiro,feb,2,2_2008,0.75,,5.12,56,,2,26.6,,,0.575,13.6323,,,,,,,,
AM,2008,fevereiro,feb,2,2_2008,1,,5.12,55,,1.8,26.6,,,,,,,,,,,,
AM,2008,fevereiro,feb,2,2_2008,1.25,,,,,,,,,0.575,,,,,,,,,
AM,2008,fevereiro,feb,2,2_2008,1.5,,4.99,83,,0.8,26.5,,,,,,,,,,,,
PA,2008,fevereiro,feb,2,2_2008,0,100,5.45,31,,5.7,31.5,,,0.315,18.04275,,,,,,,,
PA,2008,fevereiro,feb,2,2_2008,0.25,,5.47,31,,5.9,31,,,,,,,,,,,,
PA,2008,fevereiro,feb,2,2_2008,0.5,,5.51,31,,6.1,30.6,,,,,,,,,,,,
PA,2008,fevereiro,feb,2,2_2008,0.75,,5.5,31,,6.1,30.4,,,,,,,,,,,,
PA,2008,fevereiro,feb,2,2_2008,1,,5.53,31,,6.1,30,,,,,,,,,,,,
PA,2008,fevereiro,feb,2,2_2008,1.25,,,,,,,,,,,,,,,,,,
PA,2008,fevereiro,feb,2,2_2008,1.5,,5.53,31,,6.2,30.1,,,,,,,,,,,,
PA,2008,fevereiro,feb,2,2_2008,1.75,,,,,,,,,,,,,,,,,,
PA,2008,fevereiro,feb,2,2_2008,2,10,5.55,31,,6.1,30,,,0.31,14.89242857,,,,,,,,
PA,2008,fevereiro,feb,2,2_2008,2.5,,5.55,31,,6.1,29.9,,,,,,,,,,,,
PA,2008,fevereiro,feb,2,2_2008,3,,5.56,31,,6.1,29.9,,,,,,,,,,,,
PA,2008,fevereiro,feb,2,2_2008,3.5,,5.56,31,,5.9,29.8,,,,,,,,,,,,
PA,2008,fevereiro,feb,2,2_2008,4,,5.57,28,,1.2,29.4,,,,,,,,,,,,
PA,2008,fevereiro,feb,2,2_2008,4.5,,5.23,35,,0.9,28.8,,,,,,,,,,,,
PA,2008,fevereiro,feb,2,2_2008,5,,5.09,44,,0.8,28.4,,,,,,,,,,,,
PA,2008,fevereiro,feb,2,2_2008,5.5,1,5.02,56,,0.7,28,,,0.345,67.49325,,,,,,,,
PA,2008,fevereiro,feb,2,2_2008,6,,4.87,114,,0.6,27.5,,,,,,,,,,,,
AL,2008,fevereiro,feb,2,2_2008,0,100,5.5,30,,6.3,31,,,0.26,,,,,,,,,
AL,2008,fevereiro,feb,2,2_2008,0.25,,5.5,30,,6.5,31,,,,,,,,,,,,
AL,2008,fevereiro,feb,2,2_2008,0.5,,5.5,30,,6.5,31,,,,,,,,,,,,
AL,2008,fevereiro,feb,2,2_2008,0.75,,5.6,30,,6.7,31,,,,,,,,,,,,
AL,2008,fevereiro,feb,2,2_2008,1,,5.6,30,,6.5,31,,,,,,,,,,,,
AL,2008,fevereiro,feb,2,2_2008,1.25,,,,,,,,,,,,,,,,,,
AL,2008,fevereiro,feb,2,2_2008,1.5,,5.6,30,,6.6,31,,,,,,,,,,,,
AL,2008,fevereiro,feb,2,2_2008,1.75,,,,,,,,,,,,,,,,,,
AL,2008,fevereiro,feb,2,2_2008,2,,5.6,30,,6.7,31,,,,,,,,,,,,
AL,2008,fevereiro,feb,2,2_2008,2.5,,5.6,30,,6.7,31,,,,,,,,,,,,
AL,2008,fevereiro,feb,2,2_2008,3,,5.7,30,,6.7,31,,,0.27,,,,,,,,,
AL,2008,fevereiro,feb,2,2_2008,3.5,,5.7,30,,6.7,31,,,,,,,,,,,,
AL,2008,fevereiro,feb,2,2_2008,4,,5.7,30,,6.7,31,,,,,,,,,,,,
AL,2008,fevereiro,feb,2,2_2008,4.5,,5.7,30,,6.6,31,,,,,,,,,,,,
AL,2008,fevereiro,feb,2,2_2008,5,,5.7,30,,6.5,31,,,0.27,,,,,,,,,
AL,2008,fevereiro,feb,2,2_2008,5.5,,5.7,40,,5.6,30,,,,,,,,,,,,
AL,2008,fevereiro,feb,2,2_2008,6,,5.3,90,,1.3,30,,,,,,,,,,,,
AL,2008,fevereiro,feb,2,2_2008,6.5,,5.4,110,,1,30,,,,,,,,,,,,
AN,2008,fevereiro,feb,2,2_2008,0,100,6.06,39,,7,30.8,,,0.325,,,,,,,,,
AN,2008,fevereiro,feb,2,2_2008,0.25,,6.03,39,,7.3,30.8,,,,,,,,,,,,
AN,2008,fevereiro,feb,2,2_2008,0.5,,6,39,,6.4,30.8,,,,,,,,,,,,
AN,2008,fevereiro,feb,2,2_2008,0.75,,6,39,,6.6,30.9,,,,,,,,,,,,
AN,2008,fevereiro,feb,2,2_2008,1,,5.95,39,,6.6,30.9,,,,,,,,,,,,
AN,2008,fevereiro,feb,2,2_2008,1.25,,,,,,,,,,,,,,,,,,
AN,2008,fevereiro,feb,2,2_2008,1.5,,5.93,39,,6.6,30.9,,,,,,,,,,,,
AN,2008,fevereiro,feb,2,2_2008,1.75,,,,,,,,,,,,,,,,,,
AN,2008,fevereiro,feb,2,2_2008,2,,5.93,39,,6.7,30.7,,,,,,,,,,,,
AN,2008,fevereiro,feb,2,2_2008,2.5,,5.91,39,,6.8,30.6,,,0.33,,,,,,,,,
AN,2008,fevereiro,feb,2,2_2008,3,,5.93,39,,6.9,30.6,,,,,,,,,,,,
AN,2008,fevereiro,feb,2,2_2008,3.5,,5.93,39,,6.9,30.5,,,,,,,,,,,,
AN,2008,fevereiro,feb,2,2_2008,4,,5.51,39,,6.9,30.2,,,,,,,,,,,,
AN,2008,fevereiro,feb,2,2_2008,4.5,,5.9,40,,6.2,30,,,,,,,,,,,,
AN,2008,fevereiro,feb,2,2_2008,5,,5.64,52,,1.9,29.7,,,0.34,,,,,,,,,
AN,2008,fevereiro,feb,2,2_2008,5.5,,5.1,100,,1.2,29.5,,,,,,,,,,,,
AN,2008,fevereiro,feb,2,2_2008,6,,5.2,107,,0.8,29.5,,,,,,,,,,,,
BA,2008,fevereiro,feb,2,2_2008,0,100,6.41,40,,6.3,31.5,,,0.385,,,,,,,,,
BA,2008,fevereiro,feb,2,2_2008,0.25,,6.38,40,,6.5,31.5,,,,,,,,,,,,
BA,2008,fevereiro,feb,2,2_2008,0.5,,6.38,40,,6.5,31.5,,,,,,,,,,,,
BA,2008,fevereiro,feb,2,2_2008,0.75,,6.4,40,,6.4,31.3,,,,,,,,,,,,
BA,2008,fevereiro,feb,2,2_2008,1,,6.4,40,,6.6,31.2,,,,,,,,,,,,
BA,2008,fevereiro,feb,2,2_2008,1.25,,,,,,,,,,,,,,,,,,
BA,2008,fevereiro,feb,2,2_2008,1.5,,6.42,40,,6.7,31.1,,,,,,,,,,,,
BA,2008,fevereiro,feb,2,2_2008,1.75,,,,,,,,,,,,,,,,,,
BA,2008,fevereiro,feb,2,2_2008,2,,6.41,40,,6.8,31,,,,,,,,,,,,
BA,2008,fevereiro,feb,2,2_2008,2.5,,6.42,40,,6.7,30.8,,,0.395,,,,,,,,,
BA,2008,fevereiro,feb,2,2_2008,3,,6.42,40,,6.9,30.6,,,,,,,,,,,,
BA,2008,fevereiro,feb,2,2_2008,3.5,,6.42,40,,6.8,30.4,,,,,,,,,,,,
BA,2008,fevereiro,feb,2,2_2008,4,,6.43,40,,6.6,30.3,,,,,,,,,,,,
BA,2008,fevereiro,feb,2,2_2008,4.5,,6.41,40,,6,29.5,,,,,,,,,,,,
BA,2008,fevereiro,feb,2,2_2008,5,,6.36,40,,4.9,29.1,,,,,,,,,,,,
BA,2008,fevereiro,feb,2,2_2008,5.5,,6.3,39,,4.04,28.7,,,,,,,,,,,,
BA,2008,fevereiro,feb,2,2_2008,6,,6.19,39,,2.1,28,,,0.385,,,,,,,,,
BA,2008,fevereiro,feb,2,2_2008,6.5,,6,43,,1.2,26.8,,,,,,,,,,,,
CE,2008,fevereiro,feb,2,2_2008,0,100,6,31,,6.5,30.6,,,0.215,,,,,,,,,
CE,2008,fevereiro,feb,2,2_2008,0.25,,5.9,31,,6.5,30.6,,,,,,,,,,,,
CE,2008,fevereiro,feb,2,2_2008,0.5,,5.9,31,,6,30.5,,,,,,,,,,,,
CE,2008,fevereiro,feb,2,2_2008,0.75,,5.9,31,,6.5,30.3,,,,,,,,,,,,
CE,2008,fevereiro,feb,2,2_2008,1,,5.9,31,,6.5,30,,,0.21,,,,,,,,,
CE,2008,fevereiro,feb,2,2_2008,1.25,,,,,,,,,,,,,,,,,,
CE,2008,fevereiro,feb,2,2_2008,1.5,,5.9,31,,6.4,29.6,,,,,,,,,,,,
CE,2008,fevereiro,feb,2,2_2008,1.75,,,,,,,,,,,,,,,,,,
CE,2008,fevereiro,feb,2,2_2008,2,,5.8,31,,6.4,29.5,,,,,,,,,,,,
CE,2008,fevereiro,feb,2,2_2008,2.5,,5.8,31,,6.3,29.5,,,,,,,,,,,,
CE,2008,fevereiro,feb,2,2_2008,3,,5.8,32,,5.4,29.3,,,,,,,,,,,,
CE,2008,fevereiro,feb,2,2_2008,3.5,,5.5,48,,1.7,28.3,,,,,,,,,,,,
CE,2008,fevereiro,feb,2,2_2008,4,,5.3,71,,1,27.5,,,,,,,,,,,,
CE,2008,fevereiro,feb,2,2_2008,4.5,,5.4,84,,0.9,27.1,,,,,,,,,,,,
CE,2008,fevereiro,feb,2,2_2008,5,,5.2,250,,0.7,27,,,,,,,,,,,,
FE,2008,fevereiro,feb,2,2_2008,0,100,5.4,40,,6.4,31,,,0.4,,,,,,,,,
FE,2008,fevereiro,feb,2,2_2008,0.25,,5.7,50,,6.7,31,,,,,,,,,,,,
FE,2008,fevereiro,feb,2,2_2008,0.5,,5.8,50,,7,31,,,,,,,,,,,,
FE,2008,fevereiro,feb,2,2_2008,0.75,,5.8,50,,7.1,31,,,,,,,,,,,,
FE,2008,fevereiro,feb,2,2_2008,1,,5.9,50,,7.1,31,,,0.39,,,,,,,,,
FE,2008,fevereiro,feb,2,2_2008,1.25,,,,,,,,,,,,,,,,,,
FE,2008,fevereiro,feb,2,2_2008,1.5,,5.9,50,,7.1,31,,,,,,,,,,,,
FE,2008,fevereiro,feb,2,2_2008,1.75,,,,,,,,,,,,,,,,,,
FE,2008,fevereiro,feb,2,2_2008,2,,6,40,,7,30,,,,,,,,,,,,
FE,2008,fevereiro,feb,2,2_2008,2.5,,5.9,40,,6.2,30,,,0.39,,,,,,,,,
FE,2008,fevereiro,feb,2,2_2008,3,,5.9,50,,3.2,29,,,,,,,,,,,,
FE,2008,fevereiro,feb,2,2_2008,3.5,,5,170,,1,29,,,,,,,,,,,,
FN,2008,fevereiro,feb,2,2_2008,0,100,6.3,30,,6.6,31,,,0.29,,,,,,,,,
FN,2008,fevereiro,feb,2,2_2008,0.25,,6.3,30,,6.9,31,,,,,,,,,,,,
FN,2008,fevereiro,feb,2,2_2008,0.5,,6.3,30,,6.1,31,,,,,,,,,,,,
FN,2008,fevereiro,feb,2,2_2008,0.75,,6.2,30,,6,31,,,,,,,,,,,,
FN,2008,fevereiro,feb,2,2_2008,1,,6.2,30,,6.7,31,,,0.29,,,,,,,,,
FN,2008,fevereiro,feb,2,2_2008,1.25,,,,,,,,,,,,,,,,,,
FN,2008,fevereiro,feb,2,2_2008,1.5,,6.2,30,,6.7,31,,,,,,,,,,,,
FN,2008,fevereiro,feb,2,2_2008,1.75,,,,,,,,,,,,,,,,,,
FN,2008,fevereiro,feb,2,2_2008,2,,6.1,30,,6.3,31,,,,,,,,,,,,
FN,2008,fevereiro,feb,2,2_2008,2.5,,6.1,30,,6.3,30,,,,,,,,,,,,
FN,2008,fevereiro,feb,2,2_2008,3,,6,40,,3.9,30,,,,,,,,,,,,
FN,2008,fevereiro,feb,2,2_2008,3.5,,5.7,10,,1.2,29,,,0.29,,,,,,,,,
GA,2008,fevereiro,feb,2,2_2008,0,100,5.38,19,,5.7,31,,,0.17,,,,,,,,,
GA,2008,fevereiro,feb,2,2_2008,0.25,,5.4,19,,5.9,30.8,,,,,,,,,,,,
GA,2008,fevereiro,feb,2,2_2008,0.5,,5.43,19,,5.9,30.8,,,,,,,,,,,,
GA,2008,fevereiro,feb,2,2_2008,0.75,,5.44,19,,5.9,30.7,,,,,,,,,,,,
GA,2008,fevereiro,feb,2,2_2008,1,,5.45,19,,6,30.6,,,,,,,,,,,,
GA,2008,fevereiro,feb,2,2_2008,1.25,,,,,,,,,,,,,,,,,,
GA,2008,fevereiro,feb,2,2_2008,1.5,,5.48,19,,6,30.5,,,,,,,,,,,,
GA,2008,fevereiro,feb,2,2_2008,1.75,,,,,,,,,,,,,,,,,,
GA,2008,fevereiro,feb,2,2_2008,2,,5.45,19,,6.1,30.5,,,,,,,,,,,,
GA,2008,fevereiro,feb,2,2_2008,2.5,,5.5,19,,6.1,30.4,,,,,,,,,,,,
GA,2008,fevereiro,feb,2,2_2008,3,,5.51,19,,6.1,30.3,,,,,,,,,,,,
GA,2008,fevereiro,feb,2,2_2008,3.5,10,5.52,19,,6.1,30.3,,,0.17,,,,,,,,,
GA,2008,fevereiro,feb,2,2_2008,4,,5.53,19,,6.1,30.2,,,,,,,,,,,,
GA,2008,fevereiro,feb,2,2_2008,4.5,,5.56,19,,6.1,30.2,,,,,,,,,,,,
GA,2008,fevereiro,feb,2,2_2008,5,,5.58,19,,6.1,30.2,,,,,,,,,,,,
GA,2008,fevereiro,feb,2,2_2008,5.5,,5.57,19,,6.1,30,,,,,,,,,,,,
GA,2008,fevereiro,feb,2,2_2008,6,,5.57,19,,5.9,29.4,,,,,,,,,,,,
GA,2008,fevereiro,feb,2,2_2008,6.5,,5.55,19,,5.5,29.1,,,,,,,,,,,,
GA,2008,fevereiro,feb,2,2_2008,7,,5.53,19,,5.5,28.9,,,,,,,,,,,,
GA,2008,fevereiro,feb,2,2_2008,7.5,,5.53,19,,5.4,28.7,,,,,,,,,,,,
GA,2008,fevereiro,feb,2,2_2008,8,,5.55,17,,3.8,28.4,,,,,,,,,,,,
GA,2008,fevereiro,feb,2,2_2008,8.5,,5.97,18,,1.8,28.1,,,,,,,,,,,,
GA,2008,fevereiro,feb,2,2_2008,9,1,5.13,22,,1.3,27.8,,,0.14,,,,,,,,,
GA,2008,fevereiro,feb,2,2_2008,9.5,,4.93,41,,0.9,27.1,,,,,,,,,,,,
GA,2008,fevereiro,feb,2,2_2008,10,,4.91,76,,0.6,26.6,,,,,,,,,,,,
PT,2008,fevereiro,feb,2,2_2008,0,100,5.77,32,,6.1,30.4,,,0.285,,,,,,,,,
PT,2008,fevereiro,feb,2,2_2008,0.25,,5.89,32,,5.8,30.4,,,,,,,,,,,,
PT,2008,fevereiro,feb,2,2_2008,0.5,,5.91,32,,6.4,30.4,,,,,,,,,,,,
PT,2008,fevereiro,feb,2,2_2008,0.75,,5.91,32,,6.5,30.4,,,,,,,,,,,,
PT,2008,fevereiro,feb,2,2_2008,1,,5.9,32,,6,30.3,,,,,,,,,,,,
PT,2008,fevereiro,feb,2,2_2008,1.25,,,,,,,,,,,,,,,,,,
PT,2008,fevereiro,feb,2,2_2008,1.5,,5.9,32,,6.2,30.3,,,,,,,,,,,,
PT,2008,fevereiro,feb,2,2_2008,1.75,,,,,,,,,,,,,,,,,,
PT,2008,fevereiro,feb,2,2_2008,2,,5.93,32,,5.9,30.3,,,,,,,,,,,,
PT,2008,fevereiro,feb,2,2_2008,2.5,,5.93,32,,6.3,30.3,,,0.285,,,,,,,,,
PT,2008,fevereiro,feb,2,2_2008,3,,5.94,32,,6.4,30.3,,,,,,,,,,,,
PT,2008,fevereiro,feb,2,2_2008,3.5,,5.93,32,,6.5,30.3,,,,,,,,,,,,
PT,2008,fevereiro,feb,2,2_2008,4,,5.91,32,,6.1,29.9,,,,,,,,,,,,
PT,2008,fevereiro,feb,2,2_2008,4.5,,5.84,33,,3.2,29.1,,,,,,,,,,,,
PT,2008,fevereiro,feb,2,2_2008,5,,5.67,33,,1.5,28.7,,,,,,,,,,,,
PT,2008,fevereiro,feb,2,2_2008,5.5,,5.56,33,,1.2,28.5,,,,,,,,,,,,
PT,2008,fevereiro,feb,2,2_2008,6,,5.53,33,,1.2,28.2,,,,,,,,,,,,
PT,2008,fevereiro,feb,2,2_2008,6.5,,5.42,41,,1,27.8,,,,,,,,,,,,
PT,2008,fevereiro,feb,2,2_2008,7,,5.17,69,,0.9,27.1,,,0.34,,,,,,,,,
PT,2008,fevereiro,feb,2,2_2008,7.5,,5.08,101,,0.8,26.7,,,,,,,,,,,,
PT,2008,fevereiro,feb,2,2_2008,8,,5.13,114,,0.7,26.4,,,,,,,,,,,,
PI,2008,fevereiro,feb,2,2_2008,0,100,5.54,37,,5.5,30.3,,,0.355,,,,,,,,,
PI,2008,fevereiro,feb,2,2_2008,0.25,,5.59,37,,5.7,30.3,,,,,,,,,,,,
PI,2008,fevereiro,feb,2,2_2008,0.5,,5.66,37,,6.2,29.9,,,,,,,,,,,,
PI,2008,fevereiro,feb,2,2_2008,0.75,,5.68,37,,6.2,29.6,,,,,,,,,,,,
PI,2008,fevereiro,feb,2,2_2008,1,10,5.68,37,,6,29.4,,,0.35,,,,,,,,,
PI,2008,fevereiro,feb,2,2_2008,1.25,,,,,,,,,,,,,,,,,,
PI,2008,fevereiro,feb,2,2_2008,1.5,,5.67,37,,5.7,29.2,,,,,,,,,,,,
PI,2008,fevereiro,feb,2,2_2008,1.75,,,,,,,,,,,,,,,,,,
PI,2008,fevereiro,feb,2,2_2008,2,,5.62,37,,1.9,29,,,,,,,,,,,,
PI,2008,fevereiro,feb,2,2_2008,2.5,1,5.36,38,,1.3,28.9,,,0.35,,,,,,,,,
PI,2008,fevereiro,feb,2,2_2008,3,,5.11,71,,1,28.5,,,,,,,,,,,,
SH,2008,fevereiro,feb,2,2_2008,0,100,5.69,32,,6.7,31.5,,,0.23,,,,,,,,,
SH,2008,fevereiro,feb,2,2_2008,0.25,,5.75,32,,6.9,31.3,,,,,,,,,,,,
SH,2008,fevereiro,feb,2,2_2008,0.5,,5.83,32,,7,31.1,,,,,,,,,,,,
SH,2008,fevereiro,feb,2,2_2008,0.75,,5.85,32,,7,30.9,,,,,,,,,,,,
SH,2008,fevereiro,feb,2,2_2008,1,,5.88,32,,7,30.9,,,,,,,,,,,,
SH,2008,fevereiro,feb,2,2_2008,1.25,,,,,,,,,,,,,,,,,,
SH,2008,fevereiro,feb,2,2_2008,1.5,,5.92,32,,7,30.8,,,,,,,,,,,,
SH,2008,fevereiro,feb,2,2_2008,1.75,,,,,,,,,,,,,,,,,,
SH,2008,fevereiro,feb,2,2_2008,2,,5.94,32,,7,30.7,,,,,,,,,,,,
SH,2008,fevereiro,feb,2,2_2008,2.5,,5.98,32,,6.9,30.7,,,,,,,,,,,,
SH,2008,fevereiro,feb,2,2_2008,3,,5.99,32,,7,30.6,,,0.23,,,,,,,,,
SH,2008,fevereiro,feb,2,2_2008,3.5,,6.02,32,,7,30.6,,,,,,,,,,,,
SH,2008,fevereiro,feb,2,2_2008,4,,6.04,32,,6.9,30.6,,,,,,,,,,,,
SH,2008,fevereiro,feb,2,2_2008,4.5,,6.04,33,,6.9,30.5,,,,,,,,,,,,
SH,2008,fevereiro,feb,2,2_2008,5,,6.04,32,,6.9,30.3,,,,,,,,,,,,
SH,2008,fevereiro,feb,2,2_2008,5.5,,6.03,32,,6.6,30.1,,,,,,,,,,,,
SH,2008,fevereiro,feb,2,2_2008,6,,6,32,,6.1,29.7,,,,,,,,,,,,
SH,2008,fevereiro,feb,2,2_2008,6.5,,5.95,33,,5,29.3,,,,,,,,,,,,
SH,2008,fevereiro,feb,2,2_2008,7,,5.84,33,,4,29,,,,,,,,,,,,
SH,2008,fevereiro,feb,2,2_2008,7.5,,5.78,32,,2.2,28.8,,,,,,,,,,,,
SH,2008,fevereiro,feb,2,2_2008,8,,5.69,33,,1.5,28.5,,,,,,,,,,,,
SH,2008,fevereiro,feb,2,2_2008,8.5,,5.6,37,,1.1,28.1,,,,,,,,,,,,
SH,2008,fevereiro,feb,2,2_2008,9,,5.49,40,,1,27.7,,,0.24,,,,,,,,,
SH,2008,fevereiro,feb,2,2_2008,9.5,,5.37,49,,0.8,27.1,,,,,,,,,,,,
SH,2008,fevereiro,feb,2,2_2008,10,,5.27,59,,0.7,26.4,,,,,,,,,,,,
VE,2008,fevereiro,feb,2,2_2008,0,100,6.24,30,,7.16,30.8,,,0.275,,,,,,,,,
VE,2008,fevereiro,feb,2,2_2008,0.25,,6.31,30,,7.1,30.8,,,,,,,,,,,,
VE,2008,fevereiro,feb,2,2_2008,0.5,,6.33,31,,6.95,30.8,,,,,,,,,,,,
VE,2008,fevereiro,feb,2,2_2008,0.75,,6.36,31,,6.86,30.8,,,,,,,,,,,,
VE,2008,fevereiro,feb,2,2_2008,1,,6.36,31,,6.85,30.8,,,,,,,,,,,,
VE,2008,fevereiro,feb,2,2_2008,1.25,,,,,,,,,,,,,,,,,,
VE,2008,fevereiro,feb,2,2_2008,1.5,,6.41,31,,7.07,30.8,,,,,,,,,,,,
VE,2008,fevereiro,feb,2,2_2008,1.75,,,,,,,,,,,,,,,,,,
VE,2008,fevereiro,feb,2,2_2008,2,,6.41,31,,7.21,30.8,,,,,,,,,,,,
VE,2008,fevereiro,feb,2,2_2008,2.5,,6.45,31,,7.1,30.8,,,,,,,,,,,,
VE,2008,fevereiro,feb,2,2_2008,3,,6.47,31,,6.9,30.8,,,0.25,,,,,,,,,
VE,2008,fevereiro,feb,2,2_2008,3.5,,3.47,31,,6.9,30.8,,,,,,,,,,,,
VE,2008,fevereiro,feb,2,2_2008,4,,6.49,31,,6.5,30.8,,,,,,,,,,,,
VE,2008,fevereiro,feb,2,2_2008,4.5,,6.5,31,,5.5,30.3,,,,,,,,,,,,
VE,2008,fevereiro,feb,2,2_2008,5,,6.3,30,,5,30,,,,,,,,,,,,
VE,2008,fevereiro,feb,2,2_2008,5.5,,6.17,30,,4.63,29.7,,,,,,,,,,,,
VE,2008,fevereiro,feb,2,2_2008,6,,6.19,30,,6.7,29.3,,,,,,,,,,,,
VE,2008,fevereiro,feb,2,2_2008,6.5,,6.17,30,,6.7,29.1,,,,,,,,,,,,
VE,2008,fevereiro,feb,2,2_2008,7,,6.15,30,,6.8,28.8,,,,,,,,,,,,
VE,2008,fevereiro,feb,2,2_2008,7.5,,6.12,30,,6.5,28.4,,,,,,,,,,,,
VE,2008,fevereiro,feb,2,2_2008,8,,6.06,30,,6,28,,,,,,,,,,,,
VE,2008,fevereiro,feb,2,2_2008,8.5,,5.99,29,,5.5,27.8,,,,,,,,,,,,
VE,2008,fevereiro,feb,2,2_2008,9,,5.92,29,,5.2,27.4,,,0.24,,,,,,,,,
VE,2008,fevereiro,feb,2,2_2008,9.5,,5.88,29,,5,26.9,,,,,,,,,,,,
VE,2008,fevereiro,feb,2,2_2008,10,,5.74,34,,1.5,25.9,,,,,,,,,,,,
CA,2008,março,mar,3,3_2008,0,100,6.1,17,13,3.5,29.3,,,0.17,18.1764,23.229,1.3375,47.98,2.8495,1.4635,0.4025,1.285,
CA,2008,março,mar,3,3_2008,0.25,,6.06,17,3,3.5,29.3,,,,,,,,,,,,
CA,2008,março,mar,3,3_2008,0.5,,6.07,17,9,3.7,29.3,,,,,,,,,,,,
CA,2008,março,mar,3,3_2008,0.75,,6.06,17,2,3.7,29.3,,,,,,,,,,,,
CA,2008,março,mar,3,3_2008,1,,6.04,17,3,3.8,29.2,,,,,,,,,,,,
CA,2008,março,mar,3,3_2008,1.5,10,6.04,17,1,3.8,29.2,,,0.18,18.1764,15.3845,2.481,39.507,2.2315,2.0915,0.5535,1.116,
CA,2008,março,mar,3,3_2008,2,,6.03,17,1,3.7,29.2,,,,,,,,,,,,
